step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
34,CASH_OUT,344963.45,C1743847385,1820.0,0.0,C72433267,0.0,344963.45,0,0
179,CASH_OUT,137731.66,C345685051,242100.0,104368.34,C1994560715,75696.86,213428.52,0,0
157,CASH_IN,244812.33,C469856028,5848103.86,6092916.18,C1401545238,480607.92,235795.6,0,0
329,PAYMENT,39848.35,C1766252530,320617.0,280768.65,M2144435394,0.0,0.0,0,0
160,CASH_OUT,407082.87,C1513303145,1367.0,0.0,C931814506,143891.97,550974.84,0,0
210,PAYMENT,10023.87,C1618094427,903366.15,893342.27,M2011658051,0.0,0.0,0,0
277,TRANSFER,429993.48,C280657156,0.0,0.0,C543890436,817610.44,1247603.93,0,0
326,CASH_OUT,38947.3,C1663882872,125268.0,86320.7,C1404604519,332358.31,371305.61,0,0
259,PAYMENT,487.37,C953246342,47919.86,47432.49,M1678321674,0.0,0.0,0,0
264,CASH_IN,240836.05,C862282432,429584.29,670420.34,C1941612327,4318686.25,4077850.2,0,0
406,TRANSFER,180685.73,C1974683768,0.0,0.0,C1203387417,510558.62,691244.35,0,0
233,TRANSFER,339124.63,C1953204344,140604.65,0.0,C1823182298,2837594.95,3176719.58,0,0
166,PAYMENT,29022.08,C1866563963,187153.0,158130.92,M1907427476,0.0,0.0,0,0
378,CASH_IN,34868.44,C534878774,5047530.17,5082398.61,C2127070216,3234816.73,3199948.29,0,0
15,CASH_OUT,59557.93,C19293014,883.0,0.0,C1820789279,115349.39,254384.31,0,0
588,CASH_OUT,29119.22,C1453177650,11739.0,0.0,C2127778293,414042.26,443161.48,0,0
187,PAYMENT,7827.38,C1989597591,1368.0,0.0,M1295385888,0.0,0.0,0,0
307,CASH_OUT,253844.39,C375302765,104737.0,0.0,C702718253,0.0,253844.39,0,0
202,PAYMENT,7105.4,C602965130,109932.18,102826.78,M1858737478,0.0,0.0,0,0
331,CASH_OUT,447000.03,C1854538584,0.0,0.0,C1513353295,487034.81,934034.84,0,0
301,PAYMENT,7564.06,C828918010,27927.82,20363.76,M1251210336,0.0,0.0,0,0
348,CASH_OUT,158879.0,C80095536,61884.0,0.0,C578485871,58427.36,217306.36,0,0
492,CASH_IN,2994.09,C1007362134,1438492.48,1441486.57,C2124296700,9763860.7,9760866.61,0,0
285,PAYMENT,314.46,C433900058,722.0,407.54,M1414538968,0.0,0.0,0,0
284,CASH_OUT,36040.59,C2084302643,0.0,0.0,C1666696102,222316.25,258356.83,0,0
260,CASH_IN,19383.46,C1924420247,11345.0,30728.46,C854609769,239607.55,220224.09,0,0
255,CASH_OUT,527118.99,C328549805,10165.0,0.0,C1096965436,113929.55,641048.54,0,0
211,CASH_OUT,291296.0,C107406841,20572.0,0.0,C2143935798,488093.36,779389.36,0,0
325,CASH_OUT,231873.79,C1526609763,0.0,0.0,C1001744670,665417.37,897291.15,0,0
348,CASH_OUT,150813.41,C1546980797,10815.0,0.0,C1800051823,138328.52,289141.93,0,0
183,TRANSFER,936407.49,C607317608,0.0,0.0,C1656756667,1288283.01,2224690.51,0,0
130,CASH_IN,105613.59,C142066727,30019.0,135632.59,C1239440675,295504.44,189890.85,0,0
397,PAYMENT,1170.63,C7940921,0.0,0.0,M565414822,0.0,0.0,0,0
181,PAYMENT,18967.35,C319302037,490.0,0.0,M1006943390,0.0,0.0,0,0
133,CASH_OUT,861.13,C1189177647,0.0,0.0,C16740004,12671322.15,12672183.28,0,0
278,PAYMENT,8336.74,C920783555,3520.0,0.0,M1234388941,0.0,0.0,0,0
381,CASH_OUT,139562.49,C2138051212,28146.0,0.0,C15011646,0.0,139562.49,0,0
21,PAYMENT,2486.29,C2071777312,0.0,0.0,M1645569676,0.0,0.0,0,0
129,CASH_IN,49081.33,C1678536905,115806.0,164887.33,C75732896,0.0,0.0,0,0
256,CASH_OUT,283017.57,C533725071,295703.0,12685.43,C670546811,611511.11,894528.68,0,0
306,PAYMENT,13968.65,C2082591903,232530.4,218561.75,M1088076094,0.0,0.0,0,0
130,CASH_OUT,80953.91,C1874290897,0.0,0.0,C521894463,224112.82,305066.73,0,0
283,CASH_OUT,262640.98,C1616060069,0.0,0.0,C981516759,473523.13,736164.12,0,0
305,CASH_OUT,67401.33,C1284774902,146565.0,79163.67,C1460770205,397337.24,464738.57,0,0
185,CASH_IN,314382.85,C1357806849,7298305.57,7612688.42,C2126270875,1525168.5,1210785.66,0,0
187,PAYMENT,6894.62,C42319045,0.0,0.0,M575775383,0.0,0.0,0,0
311,CASH_IN,148725.6,C963999601,18806491.0,18955216.6,C1034377633,799511.74,650786.13,0,0
206,CASH_IN,209627.98,C1627327519,72753.0,282380.98,C1357152553,0.0,0.0,0,0
323,CASH_OUT,203894.06,C1380888183,0.0,0.0,C1086886165,11414914.24,11618808.3,0,0
179,PAYMENT,6992.86,C1426680008,57144.66,50151.8,M1551716516,0.0,0.0,0,0
14,PAYMENT,6391.04,C701545275,39805.17,33414.14,M2073579204,0.0,0.0,0,0
478,CASH_OUT,51682.73,C1731643017,300567.0,248884.27,C853869048,980662.26,1032344.99,0,0
177,PAYMENT,1445.47,C1621472995,156061.0,154615.53,M1498916687,0.0,0.0,0,0
186,PAYMENT,24537.07,C206475270,380538.0,356000.93,M799788391,0.0,0.0,0,0
10,PAYMENT,1392.3,C723612771,10019.0,8626.7,M605903950,0.0,0.0,0,0
15,PAYMENT,10276.42,C1671840469,27509.37,17232.95,M1631250495,0.0,0.0,0,0
163,CASH_OUT,16672.6,C925125166,0.0,0.0,C384607480,18088.93,34761.53,0,0
306,CASH_OUT,131774.36,C76444164,0.0,0.0,C1219241264,1925820.79,2057595.15,0,0
310,PAYMENT,30590.69,C1667923460,107783.0,77192.31,M1169897038,0.0,0.0,0,0
234,PAYMENT,1397.08,C1404272706,0.0,0.0,M1498878953,0.0,0.0,0,0
132,CASH_IN,207270.89,C399148049,21215.0,228485.89,C804087517,0.0,0.0,0,0
165,PAYMENT,3206.9,C1380099237,0.0,0.0,M1127527660,0.0,0.0,0,0
178,CASH_OUT,108740.48,C63651127,0.0,0.0,C100487350,370296.49,479036.97,0,0
36,PAYMENT,37786.99,C2099657880,0.0,0.0,M200619068,0.0,0.0,0,0
526,CASH_IN,241060.83,C654305117,4329826.16,4570887.0,C1576100598,2725915.45,2484854.61,0,0
11,PAYMENT,47580.68,C301751581,144939.08,97358.4,M1671965783,0.0,0.0,0,0
258,TRANSFER,226923.29,C68713320,0.0,0.0,C1951854804,1130506.21,1357429.5,0,0
181,CASH_IN,390409.27,C1497192251,191858.0,582267.27,C110594723,91277.09,0.0,0,0
140,PAYMENT,141.1,C963559987,0.0,0.0,M1661621059,0.0,0.0,0,0
550,CASH_OUT,96258.36,C1527113760,1043.0,0.0,C568452693,334143.78,430402.14,0,0
188,CASH_OUT,40696.8,C312038109,0.0,0.0,C1731278742,6584680.52,6625377.32,0,0
478,PAYMENT,11997.38,C730301003,0.0,0.0,M446072205,0.0,0.0,0,0
178,PAYMENT,3557.95,C1505756280,0.0,0.0,M1803223716,0.0,0.0,0,0
589,PAYMENT,13284.26,C2108566223,0.0,0.0,M1839551007,0.0,0.0,0,0
306,CASH_OUT,126007.73,C191287336,0.0,0.0,C1985961827,309810.23,435817.96,0,0
160,PAYMENT,11782.58,C306676826,0.0,0.0,M669520730,0.0,0.0,0,0
138,CASH_IN,358077.57,C2132699054,129223.0,487300.57,C1982631224,2748900.91,2390823.33,0,0
208,PAYMENT,15610.56,C579875571,55699.0,40088.44,M1157464348,0.0,0.0,0,0
191,PAYMENT,2497.3,C136447837,749.0,0.0,M1603541219,0.0,0.0,0,0
189,CASH_OUT,181073.86,C1790729717,0.0,0.0,C1908624385,916475.01,1097548.87,0,0
378,CASH_OUT,211171.82,C309441360,0.0,0.0,C1679309910,2152956.78,2364128.6,0,0
356,CASH_OUT,101088.71,C842550860,14208.13,0.0,C1256843844,1076748.2,1177836.9,0,0
276,CASH_OUT,16319.06,C1640690797,78602.0,62282.94,C684743404,0.0,16319.06,0,0
167,PAYMENT,7393.82,C1907098268,0.0,0.0,M471687613,0.0,0.0,0,0
274,PAYMENT,3728.0,C1563207306,18619.47,14891.47,M1290097470,0.0,0.0,0,0
132,CASH_IN,289980.27,C37393723,1053.0,291033.27,C495650048,12183040.52,11893060.25,0,0
185,CASH_OUT,317796.89,C1302482534,0.0,0.0,C555247474,2523225.97,2841022.87,0,0
544,PAYMENT,9877.43,C1197033280,0.0,0.0,M348404709,0.0,0.0,0,0
283,CASH_OUT,7359.83,C35220272,14762.0,7402.17,C445996669,0.0,7359.83,0,0
11,CASH_OUT,230415.23,C68243062,1603.0,0.0,C149474995,653636.29,1375188.59,0,0
209,CASH_OUT,309263.06,C1609829378,5493.0,0.0,C2082918009,259792.1,569055.15,0,0
381,CASH_OUT,39430.68,C520991122,16991.0,0.0,C548500399,0.0,39430.68,0,0
162,CASH_IN,248814.62,C1266335964,203.0,249017.62,C1275981939,5749585.2,5500770.58,0,0
276,PAYMENT,1210.25,C1816996368,206431.42,205221.17,M1113345543,0.0,0.0,0,0
346,TRANSFER,2729886.88,C45939120,0.0,0.0,C1552349408,3134462.89,5864349.78,0,0
378,PAYMENT,4139.59,C1257362441,2316.0,0.0,M237624558,0.0,0.0,0,0
37,PAYMENT,66104.05,C1774934214,19823.0,0.0,M1377002921,0.0,0.0,0,0
252,TRANSFER,423757.58,C443802587,0.0,0.0,C68809367,622517.26,1046274.84,0,0
131,CASH_OUT,190821.35,C1351864194,647.0,0.0,C292269339,0.0,3433.68,0,0
426,CASH_IN,330800.26,C1357012319,7194402.94,7525203.2,C655367653,388494.51,57694.25,0,0
231,PAYMENT,17506.91,C1708667235,0.0,0.0,M1193377810,0.0,0.0,0,0
311,PAYMENT,19353.74,C386207084,19048.0,0.0,M239051869,0.0,0.0,0,0
36,PAYMENT,43331.03,C1752115816,207278.0,163946.97,M258504965,0.0,0.0,0,0
374,TRANSFER,1063770.54,C474361692,30300.0,0.0,C45177264,116533.75,1180304.29,0,0
132,CASH_OUT,43402.98,C135498761,0.0,0.0,C1530031977,1860923.97,1904326.95,0,0
257,CASH_OUT,135794.39,C996648365,5266.0,0.0,C523110799,136206.33,272000.72,0,0
203,CASH_OUT,15900.11,C634829113,0.0,0.0,C328951344,2293045.57,2308945.68,0,0
378,TRANSFER,869144.94,C386046470,14425.25,0.0,C224801227,7442980.12,8312125.06,0,0
212,CASH_OUT,90036.67,C2100328870,0.0,0.0,C1417666049,1240851.19,1330887.86,0,0
44,CASH_OUT,187016.46,C1949732018,38002.77,0.0,C799238950,236766.72,423783.18,0,0
307,PAYMENT,17035.45,C1515337889,50841.0,33805.55,M1618623860,0.0,0.0,0,0
275,CASH_IN,329819.9,C39744567,777510.93,1107330.83,C1678452459,688700.81,358880.91,0,0
227,TRANSFER,1483766.64,C385555764,2914.47,0.0,C447352367,2776444.27,4260210.91,0,0
12,CASH_IN,222370.46,C1897273384,703007.63,925378.09,C547532271,358918.43,136547.96,0,0
230,PAYMENT,355.26,C2005658676,134250.03,133894.77,M1979536554,0.0,0.0,0,0
235,CASH_IN,33336.04,C821353512,13612.0,46948.04,C1187750827,224603.85,191267.81,0,0
154,PAYMENT,17487.13,C868391949,136508.14,119021.01,M1433415319,0.0,0.0,0,0
183,CASH_OUT,385246.11,C1016792971,0.0,0.0,C2139043918,6112832.24,6498078.35,0,0
156,TRANSFER,252419.36,C1435344725,0.0,0.0,C1653635339,769812.6,1022231.96,0,0
183,CASH_OUT,210285.31,C1552387562,12067.0,0.0,C629162506,4232662.22,4442947.52,0,0
186,CASH_IN,241050.08,C740107157,11089647.59,11330697.67,C1249090526,1943255.61,1702205.52,0,0
9,CASH_OUT,51062.17,C1491351192,288.0,0.0,C1590550415,22259097.81,22673709.48,0,0
305,CASH_OUT,430193.35,C422094983,9982.0,0.0,C801372595,2923724.34,3353917.69,0,0
11,PAYMENT,12126.93,C1811831202,0.0,0.0,M1210003489,0.0,0.0,0,0
207,CASH_IN,89556.52,C1164132887,308977.0,398533.52,C1977594539,61241.76,0.0,0,0
275,CASH_OUT,184278.49,C2061227431,63587.0,0.0,C1377443919,0.0,184278.49,0,0
204,PAYMENT,19632.13,C882532085,30864.0,11231.87,M459102446,0.0,0.0,0,0
212,CASH_IN,232162.12,C849392665,6558589.01,6790751.13,C985325562,748526.67,516364.55,0,0
329,PAYMENT,3235.13,C2025387913,106535.35,103300.22,M885606043,0.0,0.0,0,0
191,PAYMENT,2628.82,C938822005,60986.0,58357.18,M1486718015,0.0,0.0,0,0
471,PAYMENT,20208.04,C75353874,93563.0,73354.96,M687609913,0.0,0.0,0,0
299,CASH_IN,273234.14,C1238178980,30204.0,303438.14,C226282843,214860.78,0.0,0,0
422,CASH_IN,210233.7,C1024753945,2281919.73,2492153.43,C498618435,3683142.6,3472908.89,0,0
329,CASH_IN,57199.52,C556589802,21743719.46,21800918.98,C1595015708,65084.62,7885.1,0,0
180,PAYMENT,28005.29,C1417124049,0.0,0.0,M1716110871,0.0,0.0,0,0
306,CASH_IN,68707.49,C2134581017,7834081.9,7902789.38,C980183339,3936043.93,3867336.44,0,0
12,PAYMENT,1764.87,C1915780363,0.0,0.0,M907255888,0.0,0.0,0,0
323,PAYMENT,41662.64,C8709272,0.0,0.0,M2125952061,0.0,0.0,0,0
165,PAYMENT,8050.23,C127456101,105228.0,97177.77,M674068394,0.0,0.0,0,0
252,PAYMENT,43566.61,C817887891,533.0,0.0,M1284296546,0.0,0.0,0,0
350,PAYMENT,19613.57,C364239827,0.0,0.0,M1706618891,0.0,0.0,0,0
202,CASH_IN,360190.74,C190244527,116217.0,476407.74,C912416992,0.0,0.0,0,0
183,CASH_IN,55324.19,C708327178,52360.0,107684.19,C1200512999,0.0,0.0,0,0
94,PAYMENT,10348.7,C1378126532,36338.0,25989.3,M1378689311,0.0,0.0,0,0
352,PAYMENT,17093.26,C1940840904,76436.71,59343.44,M1502017180,0.0,0.0,0,0
395,TRANSFER,66641.19,C209310451,15707.0,0.0,C342121518,102937.53,169578.72,0,0
133,CASH_OUT,319052.2,C2074655835,21569.0,0.0,C244147208,89053.39,408105.59,0,0
44,CASH_OUT,22147.25,C1886608458,0.0,0.0,C66870261,1059129.78,1081277.03,0,0
370,CASH_IN,51594.7,C781561373,1923384.73,1974979.43,C1549680453,5039675.02,4988080.33,0,0
94,CASH_OUT,400304.82,C261073105,0.0,0.0,C2107135710,1775497.33,2175802.15,0,0
251,PAYMENT,1030.16,C1482342921,0.0,0.0,M584219845,0.0,0.0,0,0
188,CASH_OUT,327517.49,C1442762199,0.0,0.0,C798190960,9357209.23,9684726.72,0,0
298,PAYMENT,55832.47,C1485359493,0.0,0.0,M1676068265,0.0,0.0,0,0
37,CASH_OUT,291615.8,C547186684,0.0,0.0,C977050693,1489840.78,1781456.58,0,0
119,PAYMENT,6397.51,C854588469,58944.0,52546.49,M1216210464,0.0,0.0,0,0
375,CASH_OUT,325478.09,C869150189,9954.0,0.0,C1826513044,0.0,325478.09,0,0
347,PAYMENT,38671.48,C62237766,100599.0,61927.52,M657966596,0.0,0.0,0,0
352,CASH_OUT,185616.87,C397695556,0.0,0.0,C2114751982,1513303.06,1698919.94,0,0
140,PAYMENT,7445.81,C1012693433,96397.0,88951.19,M1161095949,0.0,0.0,0,0
278,PAYMENT,3870.0,C1109593285,0.0,0.0,M1525339219,0.0,0.0,0,0
232,CASH_OUT,486370.15,C410047332,0.0,0.0,C1759201437,10988153.66,11474523.81,0,0
186,CASH_OUT,269189.86,C958631855,50191.0,0.0,C1228565782,1289943.61,1559133.46,0,0
354,CASH_IN,97190.2,C829016300,42864.0,140054.2,C1813909428,299844.39,202654.19,0,0
307,CASH_OUT,189811.07,C1176880537,195168.0,5356.93,C1229520312,0.0,189811.07,0,0
132,CASH_IN,3249.22,C1852218966,36817.0,40066.22,C1054930741,647780.91,644531.69,0,0
282,PAYMENT,3030.52,C1764575684,55723.0,52692.48,M809841302,0.0,0.0,0,0
20,CASH_OUT,124263.0,C832003674,4762.0,0.0,C894531755,2346.34,126609.34,0,0
297,PAYMENT,9343.86,C160130369,0.0,0.0,M2012879985,0.0,0.0,0,0
525,CASH_OUT,368302.31,C1163103987,169127.08,0.0,C347840338,12043674.09,12411976.4,0,0
254,CASH_OUT,101713.47,C2096970295,0.0,0.0,C1139082943,334927.79,436641.26,0,0
280,CASH_OUT,115356.42,C2008537393,49616.22,0.0,C801357928,173800.19,289156.61,0,0
42,PAYMENT,1366.49,C1823800352,42067.0,40700.51,M567145009,0.0,0.0,0,0
232,CASH_IN,39785.91,C81493730,2301441.25,2341227.16,C1985094203,1344773.9,1304988.0,0,0
132,PAYMENT,12379.04,C1784388480,3089.0,0.0,M1610695304,0.0,0.0,0,0
329,CASH_OUT,226581.53,C759551944,0.0,0.0,C331398597,793239.54,1019821.07,0,0
309,PAYMENT,2701.09,C1363288195,1001.0,0.0,M1904528447,0.0,0.0,0,0
156,CASH_IN,160229.89,C1201475755,827943.0,988172.89,C50983553,0.0,0.0,0,0
10,CASH_IN,7095.18,C643719717,5873287.49,5880382.67,C1001094043,2060985.26,2824981.22,0,0
282,TRANSFER,445597.38,C1308486262,0.0,0.0,C927184577,1796397.12,2241994.5,0,0
41,TRANSFER,1095410.11,C1655263716,0.0,0.0,C830881431,2979471.63,4259323.81,0,0
334,CASH_OUT,138973.32,C59887233,7132.0,0.0,C62720614,0.0,138973.32,0,0
250,PAYMENT,18722.05,C2109380673,78305.0,59582.95,M1236901320,0.0,0.0,0,0
401,CASH_OUT,580758.86,C1587472827,0.0,0.0,C2112670457,3915954.77,4496713.63,0,0
566,PAYMENT,9700.84,C1919527970,6057.0,0.0,M990360926,0.0,0.0,0,0
13,CASH_OUT,47783.22,C1250377477,36324.0,0.0,C1583495046,0.0,47783.22,0,0
325,CASH_OUT,421211.06,C1427672209,0.0,0.0,C1048895210,464854.56,886065.62,0,0
514,CASH_IN,201625.33,C356424606,5877638.95,6079264.28,C186542404,1067352.34,865727.01,0,0
333,PAYMENT,35314.32,C1566732851,32177.0,0.0,M49423521,0.0,0.0,0,0
136,CASH_IN,301353.33,C1289545635,293.0,301646.33,C238977999,0.0,0.0,0,0
331,CASH_IN,295889.92,C851886390,7440694.04,7736583.95,C1008142862,479228.4,183338.48,0,0
255,PAYMENT,2950.38,C782071490,152909.0,149958.62,M1941075250,0.0,0.0,0,0
281,PAYMENT,25079.44,C2023871495,0.0,0.0,M1770546783,0.0,0.0,0,0
202,CASH_IN,22530.63,C868823506,2274788.11,2297318.74,C1091095835,1580358.21,1557827.58,0,0
402,CASH_OUT,88871.85,C1673253518,0.0,0.0,C1803000669,1454391.42,1543263.26,0,0
347,CASH_IN,155636.14,C1462969245,8218.0,163854.14,C611661597,294784.78,139148.64,0,0
379,CASH_IN,258449.85,C41753097,13102259.05,13360708.9,C2066590435,8072584.76,7814134.91,0,0
185,CASH_OUT,162791.95,C1718688159,51119.0,0.0,C1227688628,5087231.49,5250023.45,0,0
10,CASH_IN,162748.93,C1896385418,12453148.12,12615897.05,C1619402333,10967983.96,11774321.84,0,0
15,CASH_OUT,308961.96,C190715022,0.0,0.0,C2043993663,946606.55,1446234.64,0,0
183,CASH_IN,259704.6,C1150826351,8741788.33,9001492.93,C460402852,617898.06,358193.46,0,0
209,PAYMENT,2568.95,C271821106,0.0,0.0,M1816407029,0.0,0.0,0,0
642,CASH_OUT,191960.5,C1789633816,105570.0,0.0,C1570244562,1560607.59,1752568.08,0,0
383,CASH_IN,33199.17,C1103056844,6743238.49,6776437.66,C37348325,195318.09,162118.92,0,0
136,CASH_OUT,280980.71,C537075247,0.0,0.0,C199986365,1217960.11,1498940.82,0,0
140,PAYMENT,3664.71,C951618206,380368.24,376703.53,M757676722,0.0,0.0,0,0
322,CASH_OUT,197508.79,C2125716852,0.0,0.0,C538496731,3491188.89,3688697.68,0,0
384,CASH_IN,47789.08,C720478424,2781668.92,2829458.01,C1230341172,1117373.73,1069584.64,0,0
235,CASH_IN,278332.52,C1782643157,11525.0,289857.52,C1185358050,392350.12,114017.59,0,0
17,CASH_OUT,393279.3,C241465055,312522.92,0.0,C545707113,1230637.04,1623916.34,0,0
281,CASH_OUT,68670.12,C386011094,103119.0,34448.88,C1018363966,112346.63,181016.74,0,0
156,PAYMENT,7147.58,C2110763362,0.0,0.0,M961381515,0.0,0.0,0,0
401,PAYMENT,13734.49,C313232675,50525.0,36790.51,M1587248745,0.0,0.0,0,0
39,CASH_IN,171679.24,C2032356418,1696285.66,1867964.89,C456380875,315026.93,143347.69,0,0
524,CASH_OUT,78018.6,C1717357543,259.74,0.0,C1955497805,101368.26,179386.86,0,0
182,CASH_IN,437791.76,C356496371,14688978.16,15126769.92,C1990348608,648226.47,210434.71,0,0
381,CASH_OUT,76257.69,C134559067,17374.0,0.0,C1676385366,0.0,76257.69,0,0
305,PAYMENT,1935.44,C159469658,5340.71,3405.27,M1318506768,0.0,0.0,0,0
403,PAYMENT,9796.53,C185374395,0.0,0.0,M1474322922,0.0,0.0,0,0
42,CASH_IN,95838.87,C526176449,553673.64,649512.5,C250652885,5213227.57,5117388.7,0,0
159,CASH_OUT,127791.04,C179133975,0.0,0.0,C121199388,207737.07,147266.58,0,0
376,CASH_OUT,229068.68,C620973619,5730.0,0.0,C679281333,767484.16,996552.84,0,0
34,CASH_IN,135590.41,C347240115,10636.0,146226.41,C58947,0.0,0.0,0,0
207,PAYMENT,5265.21,C267477329,100332.0,95066.79,M486556642,0.0,0.0,0,0
16,TRANSFER,581851.1,C1357084110,0.0,0.0,C2122200303,5264533.14,5846384.24,0,0
10,CASH_IN,102311.01,C1412450287,350.0,102661.01,C173783788,36144.4,0.0,0,0
380,CASH_IN,30992.23,C483817757,233598.0,264590.23,C1907892036,531052.34,500060.11,0,0
202,TRANSFER,37893.43,C1414091802,22118.0,0.0,C694752544,0.0,37893.43,0,0
397,CASH_OUT,267003.01,C1516601407,159.0,0.0,C327869837,99200.18,366203.19,0,0
184,CASH_OUT,271638.87,C874507786,9191.0,0.0,C385439834,291614.7,563253.57,0,0
571,CASH_OUT,249234.21,C2100727921,50095.0,0.0,C451648220,3120186.52,3369420.73,0,0
201,PAYMENT,7173.12,C623957165,47230.55,40057.42,M2023819726,0.0,0.0,0,0
155,CASH_OUT,218544.37,C383359486,31468.0,0.0,C2012168613,0.0,218544.37,0,0
231,CASH_IN,258454.84,C778043190,3878824.57,4137279.41,C1749545304,307450.42,48995.57,0,0
20,PAYMENT,93.0,C2059233537,0.0,0.0,M1309071156,0.0,0.0,0,0
234,CASH_IN,417082.91,C653539326,2030472.43,2447555.34,C1116802909,1666682.4,1249599.49,0,0
276,CASH_IN,263579.11,C1527608519,19355.0,282934.11,C856598603,493133.13,229554.03,0,0
252,CASH_OUT,264629.46,C1251053936,0.0,0.0,C957174833,1635190.65,1899820.11,0,0
328,CASH_IN,319660.13,C1869846079,21536.0,341196.13,C485709866,0.0,0.0,0,0
306,CASH_IN,134735.65,C1690889987,23876.0,158611.65,C1832531261,18406.71,0.0,0,0
285,PAYMENT,888.6,C339887469,42219.0,41330.4,M1088667441,0.0,0.0,0,0
178,CASH_IN,237174.95,C994289240,2008281.44,2245456.39,C1855001679,1890651.92,1653476.97,0,0
33,PAYMENT,6240.43,C753155954,190795.0,184554.57,M265933376,0.0,0.0,0,0
563,CASH_IN,98441.54,C18939729,5703884.51,5802326.05,C586044483,267197.84,168756.3,0,0
302,PAYMENT,14987.86,C1328586497,0.0,0.0,M1820479194,0.0,0.0,0,0
307,PAYMENT,25571.53,C1852545660,11228.0,0.0,M1487311688,0.0,0.0,0,0
300,PAYMENT,38760.5,C795179255,0.0,0.0,M1358498458,0.0,0.0,0,0
379,CASH_IN,298888.6,C2058286114,656000.5,954889.1,C152930332,1573114.16,1274225.57,0,0
18,TRANSFER,353264.77,C1955088071,744214.86,390950.09,C294893545,1339960.72,1525701.04,0,0
35,CASH_OUT,362939.23,C1372093143,11580.0,0.0,C1530453131,1469803.17,1832742.39,0,0
139,CASH_OUT,274656.17,C42265828,4593.0,0.0,C336890285,0.0,274656.17,0,0
18,CASH_OUT,61508.72,C744049404,19459.0,0.0,C2099887524,774202.0,835710.72,0,0
159,CASH_IN,218701.15,C841089658,9282206.41,9500907.56,C864217072,709957.68,491256.53,0,0
225,CASH_OUT,161287.75,C1195795047,0.0,0.0,C1049373115,7277403.6,7438691.35,0,0
376,CASH_OUT,258341.4,C1817185391,471.0,0.0,C1464286387,453018.62,711360.02,0,0
325,CASH_IN,160329.61,C154570029,189.0,160518.61,C1385579179,1512096.73,1351767.13,0,0
132,PAYMENT,13120.23,C1640806639,9090.92,0.0,M859044083,0.0,0.0,0,0
405,CASH_OUT,95306.73,C98304553,26751.0,0.0,C147312460,0.0,95306.73,0,0
34,CASH_IN,217883.97,C1230803860,2225.0,220108.97,C1221941147,252578.66,34694.69,0,0
397,CASH_OUT,316026.66,C2019346780,43140.0,0.0,C327062836,0.0,316026.66,0,0
138,TRANSFER,1097386.83,C1634770336,0.0,0.0,C325982869,2066342.14,3163728.97,0,0
617,CASH_OUT,94128.99,C1144796831,5647.0,0.0,C1014397447,0.0,94128.99,0,0
286,PAYMENT,7423.01,C2007021723,14100.0,6676.99,M731799817,0.0,0.0,0,0
352,PAYMENT,5359.33,C1293056201,164806.17,159446.84,M226869964,0.0,0.0,0,0
518,CASH_IN,286348.54,C971606638,31022.0,317370.54,C984918713,2590499.55,2304151.0,0,0
43,PAYMENT,22686.22,C781487622,0.0,0.0,M1456913958,0.0,0.0,0,0
9,CASH_OUT,36069.27,C1296995807,0.0,0.0,C1926738084,195796.33,276366.78,0,0
190,CASH_IN,52127.56,C1354213424,29883.0,82010.56,C892573794,281985.21,229857.64,0,0
163,PAYMENT,15742.69,C1069652213,0.0,0.0,M358140812,0.0,0.0,0,0
95,TRANSFER,440874.69,C1899900768,51219.0,0.0,C891852771,0.0,440874.69,0,0
667,PAYMENT,959.28,C1573703501,0.0,0.0,M1213727323,0.0,0.0,0,0
231,CASH_OUT,363197.83,C1708970283,1162.0,0.0,C951880814,6203.0,0.0,0,0
252,CASH_IN,91462.89,C631678396,3011277.95,3102740.84,C1536656559,3926713.06,3835250.17,0,0
408,PAYMENT,2012.52,C459191870,147615.0,145602.48,M1765310563,0.0,0.0,0,0
355,CASH_OUT,221263.09,C805101861,0.0,0.0,C1094895268,1071137.18,1405359.49,0,0
208,PAYMENT,8153.8,C1964528879,0.0,0.0,M1920645098,0.0,0.0,0,0
187,PAYMENT,41.37,C141579583,0.0,0.0,M960551991,0.0,0.0,0,0
206,CASH_OUT,67553.58,C1644621378,10776.0,0.0,C1590278758,439.0,67992.58,0,0
9,CASH_OUT,173081.69,C1501452721,0.0,0.0,C2038006108,320311.27,441778.89,0,0
525,PAYMENT,35480.01,C924122374,102036.0,66555.99,M464053544,0.0,0.0,0,0
322,PAYMENT,9157.48,C879870730,0.0,0.0,M1376284725,0.0,0.0,0,0
182,CASH_OUT,91756.52,C1200107646,52796.0,0.0,C342494299,1616286.93,1708043.45,0,0
328,CASH_IN,40838.91,C688662107,507.0,41345.91,C1033692870,3220193.76,3179354.86,0,0
36,PAYMENT,30745.7,C1438144005,101371.0,70625.3,M698648321,0.0,0.0,0,0
9,TRANSFER,1667586.88,C2110170498,51573.0,0.0,C530216580,87684.69,1520133.27,0,0
394,CASH_IN,67234.25,C510579388,7877419.22,7944653.47,C1839871562,1065179.12,997944.88,0,0
207,CASH_OUT,166330.65,C272864921,10909.0,0.0,C856916854,2490358.15,2656688.8,0,0
138,CASH_OUT,94332.13,C1906655677,20504.0,0.0,C1436656399,0.0,94332.13,0,0
